name	chrom	start	stop	length
VTI1B	14	67647086	67674632	27546
RDH12	14	67701886	67734451	32565
GALNT16	14	69260158	69357041	96883
ERH	14	69380128	69398299	18171
SUSD6	14	69611596	69715144	103548
SMOC1	14	69879416	70032366	152950
ADAM21	14	70452174	70459905	7731
ADAM20P1	14	70468879	70483756	14877
DCAF4	14	72926464	72962067	35603
LOC101928143	14	73460935	73463642	2707
ACOT2	14	73567620	73575658	8038
DNAL1	14	73644986	73703731	58745
PTGR2	14	73851831	73885726	33895
COQ6	14	73949934	73963670	13736
ENTPD5	14	73957916	74019288	61372
LTBP2	14	74498183	74612237	114054
FCF1	14	74713144	74738620	25476
YLPM1	14	74763316	74837318	74002
LINC01220	14	75294404	75296408	2004
IFT43	14	75985753	76084073	98320
GPATCH2L	14	76151885	76214343	62458
LINC02288	14	77041049	77069503	28454
GSTZ1	14	77321036	77331597	10561
SNW1	14	77717601	77761156	43555
DIO2	14	80197526	80231057	33531
TSHR	14	80955621	81146302	190681
LOC101928504	14	81221218	81223380	2162
STON2	14	81260650	81436465	175815
LINC00911	14	85393879	85420076	26197
LINC01147	14	88018605	88026312	7707
SPATA7	14	88385644	88438461	52817
PTPN21	14	88465778	88555007	89229
EML5	14	88612431	88792953	180522
FOXN3-AS1	14	89417354	89419793	2439
NRDE2	14	90267860	90331941	64081
RPS6KA5	14	90847861	91060649	212788
PPP4R3A	14	91457137	91510480	53343
SERPINA5	14	94581426	94593118	11692
SERPINA3	14	94612391	94624053	11662
TCL1B	14	95686426	95692628	6202
LOC107984703	14	95715483	95756779	41296
C14orf132	14	96039324	96093971	54647
ATG2B	14	96279195	96363341	84146
PAPOLA	14	96502376	96567116	64740
LINC02312	14	97749264	97762831	13567
LINC01550	14	97925610	97978124	52514
C14orf177	14	98711613	98717766	6153
MEG3	14	100826108	100861023	34915
RTL1	14	100880655	100884847	4192
PPP2R5C	14	101760573	101927991	167418
ZNF839	14	102317377	102343174	25797
CINP	14	102348282	102362916	14634
LINC02323	14	102545254	102555826	10572
EXOC3L4	14	103100144	103110557	10413
LINC00677	14	103120849	103122909	2060
TNFAIP2	14	103123461	103137439	13978
BAG5	14	103556544	103562814	6270
COA8	14	103562960	103593214	30254
ADSS1	14	104724197	104747325	23128
GPR132	14	105049395	105065430	16035
JAG2	14	105140996	105168776	27780
TEX22	14	105398538	105413859	15321
MTA1	14	105419827	105470729	50902
TEDC1	14	105489855	105499248	9393
TMEM121	14	105526583	105530202	3619
HERC2P7	15	22479153	22482374	3221
NIPA1	15	22786225	22829789	43564
NIPA2	15	22838641	22868384	29743
SNRPN	15	24823608	24978723	155115
PWAR6	15	25031873	25036488	4615
SNORD116-2	15	25054209	25065122	10913
SNORD115-12	15	25178741	25191497	12756
SNORD115-36	15	25189414	25249279	59865
SNORD115-29	15	25189414	25249279	59865
SNORD115-15	15	25197576	25247426	49850
SNORD115-21	15	25206262	25247426	41164
ATP10A	15	25678713	25863202	184489
LINC02346	15	25902360	26053120	150760
LINC00929	15	26115813	26133037	17224
GABRG3	15	26971181	27541983	570802
RYR3	15	33310967	33866121	555154
AVEN	15	33866227	34039204	172977
NUTM1	15	34343315	34357737	14422
GOLGA8A	15	34379069	34437808	58739
MIR1233-1	15	34382069	34528371	146302
GJD2	15	34751034	34754998	3964
LOC101928174	15	34755084	34812923	57839
LINC02345	15	38040393	38062340	21947
LOC105370941	15	39782906	39785616	2710
BMF	15	40087891	40108879	20988
IVD	15	40405795	40435947	30152
CHST14	15	40470961	40473158	2197
CCDC32	15	40531341	40565057	33716
RPUSD2	15	40569293	40574949	5656
KNL1	15	40594249	40664341	70092
SPINT1	15	40844048	40858207	14159
ITPKA	15	41493874	41503551	9677
JMJD7	15	41828092	41837581	9489
EHD4	15	41895933	41972557	76624
EHD4-AS1	15	41921417	41929286	7869
VPS39	15	42158711	42208304	49593
STARD9	15	42575606	42720998	145392
TTBK2	15	42738730	42920778	182048
TMEM62	15	43133115	43185143	52028
TUBGCP4	15	43371101	43409771	38670
MAP1A	15	43517608	43531611	14003
PPIP5K1	15	43533462	43590253	56791
CKMT1B	15	43592857	43599406	6549
CATSPER2P1	15	43735948	43746298	10350
WDR76	15	43827002	43868412	41410
SPG11	15	44562696	44663662	100966
TERB2	15	44956687	44979228	22541
SORD	15	45023195	45077185	53990
SQOR	15	45631148	45691294	60146
SEMA6D	15	47184089	47774223	590134
MYEF2	15	48134632	48178295	43663
DUT	15	48331095	48343373	12278
CEP152	15	48737938	48811069	73131
SECISBP2L	15	48988639	49046446	57807
GALK2	15	49155759	49331881	176122
GABPB1	15	50275390	50355408	80018
GABPB1-AS1	15	50354174	50358306	4132
AP4E1	15	50908683	51005895	97212
DCAF13P3	15	50944129	50946565	2436
TMOD2	15	51751597	51816361	64764
LOC100422556	15	51918963	51924120	5157
MAPK6-DT	15	52010999	52019095	8096
RSL24D1	15	55180806	55196941	16135
PRTG	15	55611544	55743152	131608
MNS1	15	56428725	56465137	36412
LOC145783	15	56886170	56918499	32329
LINC00926	15	57300365	57307769	7404
LOC101928725	15	58768072	58770974	2902
MYO1E	15	59132434	59372871	240437
BNIP2	15	59659146	59689320	30174
FOXB1	15	60004311	60007443	3132
GOLGA2P11	15	62242529	62248795	6266
TPM1	15	63042747	63071914	29167
USP3	15	63504511	63594640	90129
HERC1	15	63608618	63833948	225330
SNX22	15	64151731	64157481	5750
OAZ2	15	64687574	64703281	15707
SPG21	15	64963022	64989914	26892
MTFMT	15	65001512	65029639	28127
UBAP1L	15	65093004	65106359	13355
CLPX	15	65148220	65185342	37122
CILP	15	65194760	65211473	16713
PARP16	15	65258099	65286883	28784
INTS14	15	65578780	65611131	32351
ZWILCH	15	66505083	66550130	45047
AAGAB	15	67200667	67255198	54531
IQCH	15	67254786	67501804	247018
PIAS1	15	68054179	68191466	137287
CALML4	15	68190705	68206110	15405
CLN6	15	68206992	68229728	22736
ITGA11	15	68296532	68432163	135631
NOX5	15	68930525	69062762	132237
GLCE	15	69160597	69272207	111610
PAQR5	15	69298912	69407780	108868
DRAIC	15	69561720	69571440	9720
PCAT29	15	69592200	69695751	103551
SALRNA2	15	70635249	70637314	2065
THAP10	15	70881342	70892433	11091
THSD4-AS1	15	71166812	71189059	22247
NR2E3	15	71810554	71818253	7699
SENP8	15	72114258	72143692	29434
GRAMD2A	15	72159806	72197787	37981
PARP6	15	72241181	72272554	31373
TMEM202	15	72398305	72408367	10062
INSYN1	15	73735431	73752370	16939
LOXL1-AS1	15	73917468	73928248	10780
COMMD4P2	15	74097113	74100206	3093
ISLR	15	74173710	74176871	3161
CYP11A1	15	74337762	74367646	29884
SEMA7A	15	74409284	74433958	24674
EDC3	15	74630558	74696024	65466
CYP1A2	15	74748845	74756607	7762
ULK3	15	74836118	74843156	7038
COX5A	15	74919791	74938073	18282
SIN3A	15	75369379	75455815	86436
SNX33	15	75647912	75662301	14389
PSTPIP1	15	76994680	77037475	42795
COMMD4P1	15	77938221	77944561	6340
IDH3A	15	78149362	78171941	22579
IREB2	15	78437431	78501456	64025
ANKRD34C-AS1	15	79191707	79283945	92238
MTHFS	15	79843547	79897285	53738
ST20	15	79898842	79923752	24910
LINC00927	15	80263068	80341805	78737
ARNT2	15	80404382	80597933	193551
MESD	15	80946289	80989819	43530
TMC3	15	81331088	81374213	43125
CPEB1-AS1	15	82647770	82692820	45050
ACTG1P17	15	82725898	82739780	13882
FSD2	15	82755362	82806069	50707
C15orf40	15	82988963	83011639	22676
ADAMTSL3	15	83654123	84039841	385718
LOC103171574	15	84422519	84425882	3363
UBE2Q2P1	15	84527196	84570795	43599
ZNF592	15	84748592	84806445	57853
ALPK3	15	84817356	84873477	56121
LINC01584	15	86083345	86116717	33372
DET1	15	88501922	88546703	44781
AEN	15	88621340	88632281	10941
ISG20	15	88635632	88656483	20851
HAPLN3	15	88877294	88895544	18250
RLBP1	15	89209869	89221579	11710
LINC00928	15	89504930	89524034	19104
TICRR	15	89575469	89628022	52553
ARPIN-AP3S2	15	89830599	89912952	82353
ARPIN	15	89895006	89912952	17946
IDH2-DT	15	90102132	90133572	31440
FES	15	90884504	90895776	11272
VPS33B-DT	15	91022622	91031139	8517
SV2B	15	91099588	91302565	202977
CRAT37	15	91463339	91494850	31511
SLCO3A1	15	91853708	92172435	318727
LINC01579	15	93896060	93900599	4539
MCTP2	15	94298201	94483952	185751
SPATA8	15	96783435	96785615	2180
LINC01582	15	98082979	98088753	5774
FAM169B	15	98437162	98514336	77174
LUNAR1	15	99014704	99031046	16342
LRRC28	15	99251481	99390729	139248
DNM1P46	15	99790156	99806927	16771
CERS3	15	100400395	100544683	144288
PRKXP1	15	100547752	100559283	11531
LINS1	15	100566924	100602184	35260
ALDH1A3	15	100879831	100916625	36794
SNRPA1	15	101281510	101295248	13738
SNRNP25	16	53828	57669	3841
RGS11	16	268307	275944	7637
MRPL28	16	366969	370538	3569
NME4	16	396729	400754	4025
LOC100287175	16	636952	639205	2253
MCRIP2	16	641828	648474	6646
CHTF18	16	788620	798074	9454
GNG13	16	798041	800734	2693
SSTR5-AS1	16	1064081	1078731	14650
GNPTG	16	1351931	1364113	12182
UNKL	16	1363205	1414704	51499
LOC105371046	16	1580527	1610328	29801
JPT2	16	1678279	1702086	23807
RNF151	16	1966856	1968949	2093
TBL3	16	1972053	1982919	10866
RAB26	16	2148144	2154161	6017
PGP	16	2211596	2214840	3244
ECI1	16	2239403	2251587	12184
ATP6V0C	16	2513726	2520223	6497
SRRM2-AS1	16	2737076	2752600	15524
PRSS41	16	2798470	2805304	6834
IL32	16	3065403	3069819	4416
ZNF213	16	3135029	3142804	7775
OR1F1	16	3188204	3206554	18350
MEFV	16	3242028	3256627	14599
ZSCAN32	16	3382081	3401065	18984
C16orf90	16	3493484	3496652	3168
SLX4	16	3581183	3611606	30423
TRAP1	16	3658037	3717524	59487
CREBBP	16	3725055	3880713	155658
LINC02861	16	3947626	3950444	2818
LINC01569	16	4245825	4253789	7964
NUDT16L1	16	4693693	4695859	2166
ANKS3	16	4696510	4734377	37867
ZNF500	16	4748239	4767162	18923
PPL	16	4882507	4937148	54641
NAGPA	16	5024844	5033935	9091
C16orf89	16	5044122	5066145	22023
METTL22	16	8621698	8649639	27941
C16orf72	16	9091644	9121635	29991
ATF7IP2	16	10386061	10483638	97577
TEKT5	16	10627501	10694930	67429
RMI2	16	11345438	11351763	6325
BCAR4	16	11819835	11828832	8997
CPPED1	16	12659799	12803887	144088
ERCC4	16	13920154	13952348	32194
LINC02130	16	14363109	14370266	7157
ABCC6P1	16	18571248	18598285	27037
ITPRIPL2	16	19113932	19121630	7698
GDE1	16	19501693	19522098	20405
KNOP1	16	19701937	19718227	16290
GPRC5B	16	19856691	19885634	28943
GP2	16	20309574	20327513	17939
ACSM2A	16	20451521	20487669	36148
ACSM2B	16	20536231	20576367	40136
LYRM1	16	20899882	20925006	25124
HS3ST2	16	22814162	22916338	102176
NDUFAB1	16	23581014	23596316	15302
DCTN5	16	23641466	23677472	36006
SLC5A11	16	24845863	24911628	65765
LCMT1-AS1	16	25100564	25111555	10991
HS3ST4	16	25691959	26137685	445726
IL21R-AS1	16	27447670	27453393	5723
LOC100128079	16	27708421	27719029	10608
GSG1L	16	27787528	28063714	276186
MIR6862-1	16	28390982	28724321	333339
CLN3	16	28466653	28492302	25649
NUPR1	16	28532708	28538974	6266
SH2B1	16	28846600	28874213	27613
SLX1A	16	29454501	30197566	743065
SLX1B	16	29454501	30197566	743065
SLX1B-SULT1A4	16	29455091	30204329	749238
SLX1A-SULT1A3	16	29455091	30204329	749238
QPRT	16	29679008	29698699	19691
ZG16	16	29778256	29782973	4717
KIF22	16	29790751	29805385	14634
PRRT2	16	29812193	29815881	3688
CDIPTOSP	16	29863683	29868053	4370
INO80E	16	29996241	30005791	9550
CORO1A	16	30183410	30189076	5666
SMG1P5	16	30285018	30335374	50356
MYLPF	16	30370934	30377991	7057
ZNF747	16	30530367	30534970	4603
FBRS	16	30658431	30670810	12379
CTF1	16	30896607	30903560	6953
SETD1A	16	30957754	30984662	26908
STX1B	16	30989256	31010638	21382
STX4	16	31033095	31040167	7072
ZNF646	16	31074422	31084196	9774
PRSS53	16	31083424	31088809	5385
LINC02190	16	31546698	31553567	6869
CLUHP3	16	31700613	31707424	6811
LOC105369266	16	32650143	33485662	835519
VPS35	16	46656132	46689178	33046
MYLK3	16	46702282	46763246	60964
NETO2	16	47077703	47143945	66242
ITFG1	16	47154388	47461274	306886
LINC02134	16	47965689	47971687	5998
ZNF423	16	49487525	49857919	370394
TENT4B	16	50152911	50235308	82397
LINC01571	16	51762519	51772646	10127
TOX3	16	52436416	52547802	111386
RPGRIP1L	16	53598153	53703938	105785
LINC02169	16	54245546	54270879	25333
LINC02140	16	54366007	54370699	4692
CRNDE	16	54918863	54929189	10326
MMP2-AS1	16	55426797	55462297	35500
NUDT21	16	56429133	56451332	22199
NUP93	16	56730129	56850286	120157
SLC12A3	16	56865207	56915850	50643
NLRC5	16	56989557	57083524	93967
CPNE2	16	57092583	57148369	55786
PSME3IP1	16	57152466	57186116	33650
CIAPIN1	16	57428169	57447528	19359
ADGRG3	16	57668306	57689378	21072
TEPP	16	57976435	57988113	11678
ZNF319	16	57994668	57999858	5190
CFAP20	16	58113588	58129425	15837
NDRG4	16	58463645	58513619	49974
GOT2	16	58707131	58734316	27185
LINC02126	16	65141756	65176573	34817
LINC00920	16	66408524	66410900	2376
BEAN1-AS1	16	66469796	66476402	6606
CKLF-CMTM1	16	66552576	66579135	26559
TERB1	16	66754640	66801584	46944
NAE1	16	66802878	66830976	28098
CA7	16	66844414	66854146	9732
CDH16	16	66908122	66918885	10763
CIAO2B	16	66932065	66934402	2337
CES2	16	66934471	66945091	10620
KIAA0895L	16	67175599	67183963	8364
E2F4	16	67192155	67198918	6763
PLEKHG4	16	67278162	67289500	11338
KCTD19	16	67289432	67326741	37309
LRRC36	16	67326815	67385206	58391
TPPP3	16	67389809	67393498	3689
LOC100505942	16	67517706	67528745	11039
CENPT	16	67828157	67847693	19536
NUTF2	16	67846933	67872566	25633
PSKH1	16	67893254	67929676	36422
CTRL	16	67929574	67931862	2288
PSMB10	16	67934507	67936850	2343
PRMT7	16	68311019	68358548	47529
ZFP90	16	68539213	68576072	36859
CDH1	16	68737292	68835536	98244
TANGO6	16	68843531	69085182	241651
SNTB2	16	69187147	69309052	121905
COG8	16	69326428	69339564	13136
WWP2	16	69762332	69941741	179409
SMG1P7	16	70219581	70226033	6452
SF3B3	16	70523816	70577668	53852
MTSS2	16	70661204	70686053	24849
VAC14	16	70687439	70801158	113719
CHST4	16	71526120	71538748	12628
MARVELD3	16	71626184	71641965	15781
ZNF821	16	71859680	71884656	24976
PKD1L3	16	71929538	71999978	70440
NPIPB15	16	74377952	74392114	14162
ADAT1	16	75596868	75623281	26413
DUXB	16	75693893	75701461	7568
CNTNAP4	16	76277401	76560755	283354
ADAMTS18	16	77282128	77435034	152906
CLEC3A	16	78022548	78032101	9553
DYNLRB2	16	80540734	80550811	10077
CDYL2	16	80597907	80804598	206691
CMC2	16	80966448	81006885	40437
ATMIN	16	81035842	81047350	11508
C16orf46	16	81053497	81077267	23770
PKD1L2	16	81100877	81220394	119517
HSBP1	16	83807978	83819737	11759
LOC654780	16	84192558	84197053	4495
COTL1	16	84565598	84618078	52480
LINC01081	16	86225580	86286247	60667
LINC02135	16	86286431	86293389	6958
FENDRR	16	86474525	86508860	34335
MTHFSD	16	86530186	86555235	25049
FOXL1	16	86578549	86583476	4927
LOC101928682	16	87271906	87292452	20546
LOC101928737	16	87494187	87515630	21443
ZNF469	16	88382959	88440751	57792
LOC100128882	16	88512959	88531053	18094
PIEZO1	16	88715338	88785220	69882
LOC100289580	16	88731180	88741425	10245
APRT	16	88809339	88811928	2589
GALNS	16	88813734	88856947	43213
CBFA2T3	16	88874858	88977207	102349
ACSF3	16	89093852	89156233	62381
CDH15	16	89171748	89195492	23744
ANKRD11	16	89267632	89490561	222929
LOC100287036	16	89321133	89325348	4215
VPS9D1	16	89707134	89720898	13764
ZNF276	16	89720368	89740924	20556
MC1R	16	89917879	89920977	3098
DEF8	16	89948731	89968060	19329
TLCD3A	17	732546	742968	10422
GEMIN4	17	744421	752264	7843
MYO1C	17	1464186	1492686	28500
INPP5K	17	1494577	1516612	22035
RTN4RL1	17	1934677	2025334	90657
SMG6	17	2059839	2303785	243946
TSR1	17	2322396	2336457	14061
SGSM2	17	2337501	2381054	43553
LOC284009	17	2406981	2415436	8455
CLUH	17	2689387	2712020	22633
SHPK	17	3608240	3636250	28010
CTNS	17	3636468	3663103	26635
ITGAE	17	3714628	3801188	86560
ATP2A3	17	3923869	3964464	40595
ZZEF1	17	4004445	4143030	138585
MYBBP1A	17	4538896	4555386	16490
LINC01996	17	4610449	4617647	7198
MED11	17	4731428	4733604	2176
CXCL16	17	4733533	4739928	6395
C17orf107	17	4899536	4902934	3398
INCA1	17	4988130	4997610	9480
LOC101928000	17	5111935	5114382	2447
USP6	17	5116032	5174991	58959
ZNF594	17	5179535	5191868	12333
LOC100130950	17	5192007	5236003	43996
RPAIN	17	5419641	5433020	13379
DHX33	17	5440917	5468982	28065
XAF1	17	6755447	6775645	20198
ALOX12-AS1	17	6985123	7012334	27211
ALOX12	17	6996049	7010754	14705
C17orf49	17	7014782	7017520	2738
MIR497HG	17	7015818	7019654	3836
ACADVL	17	7217125	7225267	8142
DVL2	17	7225342	7234517	9175
PHF23	17	7235028	7239457	4429
GABARAP	17	7240008	7242449	2441
EIF5A	17	7306999	7312463	5464
KCTD11	17	7351889	7354943	3054
TMEM95	17	7355156	7357219	2063
TP53	17	7668402	7687550	19148
WRAP53	17	7686071	7703502	17431
NAA38	17	7856681	7885420	28739
PFAS	17	8249289	8270486	21197
SLC25A35	17	8287763	8295400	7637
ODF4	17	8339840	8346046	6206
KRBA2	17	8368653	8376704	8051
RPL26	17	8377516	8383193	5677
CCDC42	17	8729935	8744836	14901
PIK3R6	17	8802722	8867677	64955
PIK3R5	17	8878916	8965712	86796
DHRS7C	17	9771438	9791592	20154
GLP2R	17	9825924	9892099	66175
RCVRN	17	9896320	9905271	8951
GAS7	17	9910606	10198606	288000
MYH8	17	10390323	10421950	31627
MYH4	17	10443291	10469559	26268
MYH1	17	10492310	10518542	26232
ADPRM	17	10697594	10711558	13964
SHISA6	17	11241213	11564063	322850
ZNF18	17	11977439	11997510	20071
COX10	17	14069504	14208677	139173
TEKT3	17	15303812	15341597	37785
CDRT4	17	15436015	15467621	31606
CDRT1	17	15565482	15619704	54222
ZNF286A	17	15699752	15720786	21034
NCOR1	17	16029160	16215534	186374
KRT16P2	17	16830483	16832833	2350
TNFRSF13B	17	16939081	16972118	33037
LOC284191	17	16975999	16981353	5354
MPRIP	17	17042457	17192643	150186
COPS3	17	17246616	17281303	34687
SMCR2	17	17674026	17677688	3662
RAI1	17	17681458	17811451	129993
TOM1L2	17	17843511	17972400	128889
ATPAF2	17	18018021	18039168	21147
CCDC144B	17	18537801	18625617	87816
SLC5A10	17	18950676	19022595	71919
CCDC144CP	17	20321174	20402191	81017
KSR1	17	27456448	27626435	169987
LGALS9	17	27631188	27649560	18372
NOS2	17	27756766	27800529	43763
LYRM9	17	27878314	27893365	15051
KRT18P55	17	28275986	28307382	31396
SLC13A2	17	28473644	28497780	24136
RAB34	17	28714281	28718268	3987
RPL23A	17	28719985	28724359	4374
FAM222B	17	28755980	28842790	86810
DHRS13	17	28897781	28903079	5298
CRYBA1	17	29246857	29254484	7627
NSRP1	17	30116807	30186475	69668
CPD	17	30378927	30469989	91062
SH3GL1P2	17	30624318	30626807	2489
LOC646030	17	31034748	31059109	24361
OMG	17	31294647	31297239	2592
UTP6	17	31860904	31901708	40804
SUZ12	17	31937007	32001038	64031
RHOT1	17	32142454	32225771	83317
ZNF207	17	32350138	32370449	20311
CDK5R1	17	32486993	32491253	4260
AA06	17	33529787	33533760	3973
RAD51L3-RFFL	17	35009112	35121522	112410
FNDC8	17	35121615	35130732	9117
SLFN5	17	35243072	35273654	30582
SLFN11	17	35350310	35373621	23311
SLFN12	17	35410922	35433174	22252
SLFN14	17	35543985	35560819	16834
AP2B1	17	35587322	35726411	139089
RASL10B	17	35731639	35743521	11882
RDM1P5	17	39057019	39081451	24432
RPL19	17	39200283	39204732	4449
FBXL20	17	39252663	39402556	149893
MED1	17	39404285	39451263	46978
PPP1R1B	17	39626952	39636624	9672
ZPBP2	17	39868202	39877896	9694
PSMD3	17	39980807	39997959	17152
CSF3	17	40015440	40017813	2373
CDC6	17	40287879	40304657	16778
GJD3	17	40360653	40364737	4084
CCR7	17	40553770	40565472	11702
KRT26	17	40766238	40772159	5921
KRT13	17	41500981	41505612	4631
KRT9	17	41565837	41572059	6222
KRT16	17	41609779	41612767	2988
KRT17	17	41619442	41624575	5133
DHX58	17	42101411	42112714	11303
ATP6V0A1	17	42458878	42522611	63733
NAGLU	17	42536241	42544448	8207
PLEKHH3	17	42667915	42676994	9079
WNK4	17	42780610	42797066	16456
AOC3	17	42851184	42858131	6947
TMEM106A	17	43211875	43220037	8162
CCDC200	17	43221417	43229011	7594
ARL4D	17	43398993	43401137	2144
MIR2117HG	17	43444707	43451197	6490
DHX8	17	43483865	43544799	60934
MEOX1	17	43640390	43661922	21532
MPP3	17	43800799	43833194	32395
G6PC3	17	44070730	44076344	5614
TMUB2	17	44186951	44191929	4978
SLC4A1	17	44248390	44268135	19745
RUNDC3A-AS1	17	44299574	44308431	8857
GRN	17	44345086	44353106	8020
FAM171A2	17	44353215	44363853	10638
FZD2	17	44557484	44561262	3778
LINC01180	17	44646364	44650349	3985
ADAM11	17	44758988	44781846	22858
GJC1	17	44798448	44830811	32363
HIGD1B	17	44846329	44850474	4145
CCDC103	17	44899712	44905390	5678
DCAKD	17	45023338	45061131	37793
PLCD3	17	45108959	45132515	23556
MAP3K14	17	45263119	45317020	53901
NPEPPS	17	47522933	47623276	100343
MRPL10	17	47823272	47831541	8269
SCRN2	17	47837692	47841273	3581
LOC102724532	17	47891230	47895816	4586
PNPO	17	47941571	47949308	7737
HOXB3	17	48548870	48582379	33509
HOXB8	17	48612346	48615292	2946
HOXB13	17	48724765	48728750	3985
LOC105371814	17	48874860	48908983	34123
PHOSPHO1	17	49223366	49230787	7421
LOC100288866	17	49505657	49574064	68407
SPOP	17	49598884	49678163	79279
SAMD14	17	50110040	50130160	20120
XYLT2	17	50346126	50361185	15059
EPN3	17	50532735	50543750	11015
SPATA20	17	50547089	50555852	8763
CACNA1G	17	50560715	50627471	66756
ANKRD40	17	50693198	50707914	14716
TOM1L1	17	54900691	54961967	61276
TMEM100	17	55719627	55732081	12454
PCTP	17	55751051	55823090	72039
C17orf67	17	56791913	56833920	42007
CUEDC1	17	57861243	57955412	94169
LOC101927666	17	58076891	58083204	6313
LPO	17	58238426	58268518	30092
MTMR4	17	58489537	58517880	28343
PRR11	17	59155746	59206709	50963
LINC01476	17	59430869	59526857	95988
DHX40	17	59565610	59608343	42733
LINC01999	17	60564546	60586620	22074
LOC101927855	17	61361668	61367704	6036
TBX2	17	61399843	61409466	9623
BRIP1	17	61679139	61863528	184389
MED13	17	61942605	62065278	122673
MARCHF10-DT	17	62808502	62836371	27869
DCAF7	17	63550477	63594266	43789
PECAM1	17	64319416	64390860	71444
MILR1	17	64449115	64474006	24891
DDX5	17	64498254	64506866	8612
PLEKHM1P1	17	64784841	64837184	52343
APOH	17	66212033	66229415	17382
CACNG5	17	66835117	66894751	59634
CACNG4	17	66964707	67033396	68689
HELZ	17	67070444	67245196	174752
C17orf58	17	67991099	67993606	2507
KPNA2	17	68035735	68046859	11124
ARSG	17	68259170	68452019	192849
WIPI1	17	68421281	68457524	36243
FAM20A	17	68535116	68601367	66251
ABCA9	17	68974488	69060927	86439
ABCA10	17	69148007	69244815	96808
KCNJ2-AS1	17	70166961	70169402	2441
CASC17	17	71097774	71202179	104405
CPSF4L	17	73248449	73261880	13431
LINC00469	17	73749270	73828537	79267
RPL38	17	74203678	74210655	6977
TTYH2	17	74213571	74262018	48447
DNAI2	17	74274234	74314884	40650
BTBD17	17	74356416	74361868	5452
CD300C	17	74541073	74546115	5042
GRIN2C	17	74842023	74860843	18820
HID1-AS1	17	74970689	74975728	5039
MRPL58	17	75012670	75021261	8591
ARMC7	17	75109969	75130272	20303
GGA3	17	75236599	75262363	25764
MRPS7	17	75261879	75266376	4497
GRB2	17	75318076	75405709	87633
TMEM94	17	75456635	75500452	43817
CASKIN2	17	75500261	75515537	15276
SMIM5	17	75633434	75641406	7972
SAP30BP	17	75667116	75708062	40946
UNC13D	17	75827226	75844717	17491
WBP2	17	75845699	75856436	10737
MRPL38	17	75898644	75904884	6240
FBF1	17	75909574	75938232	28658
TEN1-CDK3	17	75979217	76005999	26782
TEN1	17	75979240	76000586	21346
GALR2	17	76074781	76077537	2756
RNF157-AS1	17	76140556	76154648	14092
UBALD2	17	76265348	76271298	5950
SPHK1	17	76383204	76387855	4651
SEPTIN9	17	77281499	77500596	219097
LINC01973	17	77879001	77884087	5086
C17orf99	17	78146385	78166294	19909
PGS1	17	78378649	78424659	46010
SCAT1	17	78617384	78632057	14673
ENGASE	17	79074824	79088599	13775
SGSH	17	80209276	80220333	11057
RNF213	17	80260852	80398789	137937
RNF213-AS1	17	80351831	80415168	63337
ENDOV	17	80415167	80438084	22917
LOC101928855	17	80801640	80805632	3992
CHMP6	17	80991841	81000133	8292
LINC00482	17	81302824	81309248	6424
LOC100130370	17	81375438	81385382	9944
ACTG1	17	81509971	81512799	2828
PDE6G	17	81650459	81663127	12668
CCDC137	17	81666737	81673897	7160
ARL16	17	81681165	81683924	2759
MRPL12	17	81703367	81707517	4150
RAC3	17	82031678	82034204	2526
FASN	17	82078338	82098236	19898
CSNK1D	17	82239019	82273750	34731
CD7	17	82314873	82317608	2735
SECTM1	17	82321024	82333766	12742
RAB40B	17	82654973	82698698	43725
TUBB8B	18	47221	49557	2336
COLEC12	18	316737	500701	183964
LINC01925	18	508568	515294	6726
ENOSF1	18	670318	712664	42346
SMCHD1	18	2655887	2805017	149130
DLGAP1-AS1	18	3594114	3597379	3265
DLGAP1-AS2	18	3603737	3610089	6352
LINC01892	18	5081182	5098780	17598
AKAIN1	18	5142911	5197752	54841
ZBTB14	18	5289019	5297053	8034
TMEM200C	18	5889413	5895954	6541
NDUFV2-AS1	18	9121265	9136720	15455
PPP4R1	18	9546794	9614559	67765
RAB31	18	9708301	9862551	154250
VAPA	18	9914016	9960021	46005
ANKRD62	18	12093843	12129749	35906
CIDEA	18	12254361	12277595	23234
CEP76	18	12661956	12702777	40821
LINC01882	18	12739486	12749422	9936
RNMT	18	13726673	13764556	37883
MC5R	18	13824149	13827323	3174
ANKRD20A5P	18	14179097	14227050	47953
CYP4F35P	18	14337423	14342524	5101
LINC01443	18	14946267	14973756	27489
ABHD3	18	21650897	21704774	53877
RMC1	18	23503470	23531819	28349
TTC39C	18	23992887	24135600	142713
LINC01915	18	24628182	24662198	34016
LOC105372028	18	24725781	24766645	40864
LINC01894	18	24932774	24987979	55205
ZNF521	18	25061924	25352166	290242
SS18	18	26016253	26091217	74964
PSMA8	18	26133869	26193355	59486
KCTD1	18	26454911	26657473	202562
PCAT18	18	26687621	26703638	16017
B4GALT6	18	31621036	31684745	63709
RNF138	18	32091874	32131561	39687
MEP1B	18	32190039	32220403	30364
ZNF24	18	35332227	35344420	12193
INO80C	18	35468333	35497960	29627
LOC101927809	18	36180001	36187435	7434
FHOD3	18	36297713	36780220	482507
TPGS2	18	36780025	36829216	49191
LOC105372069	18	36901945	36923814	21869
CELF4	18	37243045	37565798	322753
MIR924HG	18	39206924	39751995	545071
LINC01902	18	39841709	39889993	48284
LINC01477	18	40066286	40099233	32947
